         4267112 function calls (4191631 primitive calls) in 99.764 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12707    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:754(get_stretch)
     4890    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1039(get_points)
      759    0.001    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:995(set_color)
     4628    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:37(current_process)
      601    0.001    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1087(__init__)
    12707    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:768(get_file)
     3691    0.001    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:43(_amin)
    12707    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:926(get_math_fontfamily)
       89    0.001    0.000    0.023    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tempfile.py:852(__init__)
       98    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/lines.py:672(recache)
      354    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1167(update_from)
      890    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1214(daemon)
     4813    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:195(<lambda>)
      603    0.001    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2575(__init__)
      696    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:884(<dictcomp>)
     1583    0.001    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:871(get_siblings)
     1025    0.001    0.000    0.014    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:388(_set_facecolor)
     7840    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      979    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:253(get_start_method)
      890    0.001    0.000    0.110    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:74(getfd)
      890    0.001    0.000    0.447    0.001 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/popen_fork.py:36(wait)
     1989    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:243(_keep_alive)
       94    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/numeric.py:2330(within_tol)
     6588    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
       89    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/shutil.py:629(_rmtree_safe_fd)
     3073    0.001    0.000    0.007    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1869(inverted)
     1863    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/lines.py:75(_scale_dashes)
      320    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:703(to_marker_edge)
     1760    0.001    0.000    0.014    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:604(new_gc)
     3971    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/cycler/__init__.py:259(__iter__)
     2768    0.001    0.000    0.001    0.000 {built-in method _weakref._remove_dead_weakref}
     1920    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/bezier.py:412(inside_circle)
     4478    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:457(<genexpr>)
    12844    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      320    0.001    0.000    0.035    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:3904(__init__)
    20/10    0.001    0.000    1.029    0.103 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/image.py:116(_draw_list_compositing_images)
     1920    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/path.py:344(__len__)
      729    0.001    0.000    0.017    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1316(set_fontproperties)
      917    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:798(set_style)
      178    0.001    0.000    0.012    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:245(set_start_method)
     1742    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:430(<listcomp>)
       99    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:56(parse_parts)
     1068    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_data/_collection_options.py:40(__post_init__)
     4541    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
     1722    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:811(set_alpha)
     1066    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     4862    0.001    0.000    0.001    0.000 {method 'remove' of 'collections.deque' objects}
     1575    0.001    0.000    0.029    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:580(_update_clip_properties)
      541    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1224(_set_artist_props)
     1295    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:39(_remove)
  434/430    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1777(__eq__)
     4392    0.001    0.000    0.001    0.000 {method 'ljust' of 'str' objects}
      320    0.001    0.000    0.051    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2302(add_artist)
      890    0.001    0.000    0.008    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/popen_fork.py:59(kill)
      603    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:792(_convert_units)
     2151    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:6677(is_masked)
     1077    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1248(<dictcomp>)
        5    0.001    0.000    0.001    0.000 {method 'copy' of 'ImagingCore' objects}
       94    0.001    0.000    0.019    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1527(get_minorticklocs)
      695    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:429(set_linewidth)
     1280    0.001    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:246(method)
      320    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:3300(__init__)
      921    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/lines.py:33(_get_dash_pattern)
      133    0.001    0.000    0.018    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:926(get_window_extent)
     1080    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:738(set_figure)
      931    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1259(set_verticalalignment)
     2670    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:99(_check_closed)
     9184    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      354    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
     3803    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/figure.py:232(get_figure)
     1928    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
     2695    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:297(axes)
     2169    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1025    0.001    0.000    0.011    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:377(set_edgecolor)
     2546    0.001    0.000    0.001    0.000 {method 'copy' of 'list' objects}
      667    0.001    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:766(set_clip_box)
     1742    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:828(set_antialiased)
      178    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_data/_task.py:66(__init__)
      997    0.001    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/colors.py:243(_check_color_like)
  696/666    0.001    0.000    0.007    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:881(_unstale_viewLim)
        5    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.get_path_collection_extents}
     3567    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      640    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:4103(set_bounds)
     1700    0.001    0.000    0.011    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:677(_from_any)
     3560    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/popen_spawn_posix.py:17(__init__)
       94    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:785(_set_order_of_magnitude)
      917    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:811(set_variant)
     4818    0.001    0.000    0.001    0.000 {built-in method math.cos}
      400    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:2952(_update_from)
       94    0.001    0.000    0.013    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2580(get_tick_space)
     7587    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
       94    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/numeric.py:2249(isclose)
     5405    0.001    0.000    0.001    0.000 {built-in method builtins.delattr}
      369    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:406(update_position)
      997    0.001    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/colors.py:224(is_color_like)
        9    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2946(autoscale_view)
      357    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:467(update_position)
     1709    0.001    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1205(set_x)
      674    0.001    0.000    0.001    0.000 {built-in method sys.intern}
      400    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/markers.py:250(_recache)
      188    0.001    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1594(_get_tick_label_size)
      104    0.001    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:302(_apply_params)
  336/316    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/spines.py:340(get_spine_transform)
      188    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:1984(scale_range)
      933    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1010(set_horizontalalignment)
       89    0.001    0.000    0.001    0.000 <frozen posixpath>:71(join)
     1725    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
     2506    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1362(getmask)
      690    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:501(set_capstyle)
     3560    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/connection.py:158(readable)
       94    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:746(_compute_offset)
        5    0.001    0.000    0.021    0.004 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:4489(<listcomp>)
      188    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:460(transformed)
       99    0.001    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:868(__new__)
       89    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:568(__init__)
     3976    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/figure.py:2854(_get_dpi)
      116    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
       99    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:484(_parse_args)
     5188    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:915(get_text)
     1156    0.001    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:918(set_clip_on)
     3796    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:972(get_agg_filter)
      774    0.001    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:785(unit)
     3658    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/util.py:44(sub_debug)
       89    0.001    0.000    0.014    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:110(SimpleQueue)
      729    0.001    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1040(set_linespacing)
       89    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tempfile.py:297(gettempdir)
      647    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:610(__call__)
     1355    0.001    0.000    0.050    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1215(update)
      196    0.001    0.000    0.028    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_axes.py:637(text)
     1457    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:824(set_weight)
      670    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:541(set_hatch)
      197    0.001    0.000    0.009    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1418(__sub__)
      593    0.001    0.000    0.008    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:934(get_bbox)
      714    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1203(_set_markercolor)
      104    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:490(enter_context)
     5672    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1345(get_usetex)
      238    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1144(set_linestyle)
     3796    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:945(get_rasterized)
     3200    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/colors.py:414(<genexpr>)
      890    0.001    0.000    0.064    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/synchronize.py:149(__init__)
     4141    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       89    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/shuffle_all_cxs/circuit_from_cx_list.py:79(<dictcomp>)
      772    0.001    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1194(set_position)
        5    0.001    0.000    0.004    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/figure.py:2464(__init__)
       94    0.001    0.000    0.007    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2810(get_tick_space)
     2190    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
        4    0.001    0.000    0.029    0.007 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:1083(draw_networkx_labels)
       89    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/shuffle_all_cxs/circuit_from_cx_list.py:137(<listcomp>)
      890    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:213(authkey)
      614    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:239(x0)
     2850    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1758(<lambda>)
     1788    0.001    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:152(__init__)
      577    0.001    0.000    0.025    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/markers.py:220(__init__)
     4818    0.001    0.000    0.001    0.000 {built-in method math.sin}
      275    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:2978(__array_finalize__)
       89    0.001    0.000    0.001    0.000 {built-in method posix.cpu_count}
        4    0.001    0.000    1.565    0.391 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/shuffle_all_cxs/draw_ordered_tanner_graph.py:7(draw_cx_list)
     1689    0.001    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1216(set_y)
      330    0.001    0.000    0.019    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:93(draw_path)
       89    0.000    0.000    0.014    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/queues.py:339(__init__)
      670    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:521(set_joinstyle)
     1111    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:587(filled)
      640    0.000    0.000    0.762    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:30(draw_wrapper)
     3560    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/connection.py:163(writable)
     1052    0.000    0.000    0.016    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:371(extents)
     2150    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_data/_task_stats.py:12(_is_equal_json_values)
      971    0.000    0.000    0.000    0.000 {built-in method matplotlib.ft2font.set_size}
       89    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:592(detach)
     4116    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:292(get_transform_rotates_text)
       89    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/shuffle_all_cxs/circuit_from_cx_list.py:69(<dictcomp>)
      320    0.000    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:3956(set_boxstyle)
     2692    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2644(get_matrix)
