         4267112 function calls (4191631 primitive calls) in 99.764 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:3071(__array_wrap__)
       15    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1719(set)
        5    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:998(_combine_masks)
       10    0.000    0.000    0.433    0.043 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:424(_print_pil)
       10    0.000    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:761(_set_scale)
       60    0.000    0.000    0.000    0.000 <frozen _collections_abc>:794(values)
       39    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1799(transform_path_affine)
       40    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/markers.py:776(_set_tickdown)
       79    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:646(<listcomp>)
        4    0.000    0.000    0.001    0.000 {built-in method _warnings.warn}
      336    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/spines.py:559(__getattr__)
      294    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:542(<genexpr>)
      531    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:734(get_antialiased)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib_inline/backend_inline.py:30(new_figure_manager_given_figure)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/IPython/lib/pretty.py:365(pretty)
      200    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/classes/reportviews.py:1271(<genexpr>)
      188    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:47(_sum)
        4    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/shuffle_all_cxs/draw_ordered_tanner_graph.py:41(<dictcomp>)
       20    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1946(_set_formatter)
       46    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:1715(safe_isfinite)
        1    0.000    0.000    0.004    0.004 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_axes.py:1190(vlines)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:981(__get__)
       50    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/IPython/utils/dir2.py:53(get_real_method)
      640    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1804(transform_path_non_affine)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:2116(set_params)
       39    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/markers.py:756(_set_tickleft)
       13    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2583(update_datalim)
       15    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2464(_update_offset_text_position)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:526(_warn_if_gui_out_of_main_thread)
       55    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2317(blended_transform_factory)
       10    0.000    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:387(get_renderer)
        5    0.000    0.000    0.000    0.000 {built-in method now}
      520    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:310(<genexpr>)
       18    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:849(update_from_path)
      6/5    0.000    0.000    0.010    0.002 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/__init__.py:1518(inner)
       55    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/figure.py:2802(axes)
       20    0.000    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/spines.py:433(linear_spine)
       25    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:359(_get_backend_mod)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:397(get_subplot_params)
       79    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:205(_apply_tickdir)
       20    0.000    0.000    0.009    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1696(grid)
      580    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2831(_min_dispatcher)
      539    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:896(get_clip_on)
       10    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2602(_init)
       94    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       20    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1930(apply_aspect)
       15    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:800(__init__)
       27    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:1095(gcf)
       20    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/mathtext.py:48(__init__)
       18    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:3014(<listcomp>)
        1    0.000    0.000   99.794   99.794 /var/folders/kd/05qy9xqx5_x69jp15hg5w0jm0000gn/T/ipykernel_4435/2478694498.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:1573(_set_title_offset_trans)
       79    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:647(<listcomp>)
        5    0.000    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1551(_get_renderer)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:597(_get_data_path)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:922(_set_lim_and_transforms)
      154    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:55(_any)
      168    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       30    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:888(reset_ticks)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:667(<dictcomp>)
       54    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:73(wrapper)
      294    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:3433(shape)
      559    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2687(_max_dispatcher)
       94    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:1818(__call__)
      117    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.036    0.009 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1396(draw)
        5    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/_tight_bbox.py:39(restore_bbox)
       79    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:649(<listcomp>)
      104    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:450(_create_exit_wrapper)
       12    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:8253(asanyarray)
      392    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       42    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       21    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/linalg/linalg.py:159(_commonType)
       89    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tempfile.py:229(_get_candidate_names)
       54    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:266(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2282(_get_ticks_position)
       37    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       79    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:648(<listcomp>)
      474    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2739(name)
       50    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1836(is_separable)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:736(__init__)
      328    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:500(locator)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:551(_from_subplot_args)
       56    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:701(_get_shared_axes)
    20/10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2361(frozen)
        9    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/colorizer.py:517(__init__)
       10    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:452(__init__)
       27    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:99(get_active)
       30    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:367(__init__)
      153    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1283(_replace_dtype_fields_recursive)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/IPython/core/formatters.py:969(__call__)
        5    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/path.py:1055(get_path_collection_extents)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:35(_formatwarnmsg_impl)
        5    0.000    0.000    0.002    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/jupyter_client/session.py:690(serialize)
      180    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:129(__hash__)
       39    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:450(_get_text1_transform)
       26    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/collections.py:774(_set_facecolor)
      178    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:213(_check_available)
        4    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:977(<listcomp>)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1972(set_major_locator)
       40    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:389(_get_text1_transform)
       39    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1593(transform_path)
      292    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       60    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3207(bind)
        5    0.000    0.000    0.001    0.000 {built-in method builtins.print}
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/PIL/Image.py:3083(new)
       10    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:2056(__init__)
       36    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      228    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:713(<genexpr>)
       27    0.000    0.000    0.035    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:2772(gca)
       10    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
       22    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/collections.py:689(_bcast_lwls)
        5    0.000    0.000    0.005    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/IPython/core/display_functions.py:37(publish_display_data)
       94    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:237(set_locs)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/lib/arraysetops.py:373(intersect1d)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:1132(get_fignums)
       39    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:453(_get_text2_transform)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:786(_finddoc)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1988(set_minor_locator)
      248    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:511(formatter)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/IPython/lib/pretty.py:783(_repr_pprint)
       39    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1602(transform_path_affine)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/textpath.py:26(__init__)
       39    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/markers.py:762(_set_tickright)
      153    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1329(make_mask_descr)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:32(__init__)
       20    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:183(dumps)
      380    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       78    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2216(transform_non_affine)
       94    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
      131    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2676(get_matrix)
       55    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:305(_connect_picklable)
       27    0.000    0.000    0.035    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/figure.py:1708(gca)
        4    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2094(axis)
        9    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/colorizer.py:91(norm)
       10    0.000    0.000    0.433    0.043 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:2040(<lambda>)
       11    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/ipykernel/iostream.py:577(_schedule_flush)
        4    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_axes.py:118(set_title)
       13    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cm.py:284(_ensure_cmap)
        4    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:1470(<listcomp>)
       10    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1828(masked_where)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:85(_update_methods)
       58    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/PIL/PngImagePlugin.py:148(_crc32)
       24    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1555(make_mask)
       40    0.000    0.000    0.001    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:392(_get_text2_transform)
       89    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:3234(_scalar_heuristic)
       14    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/lib/arraysetops.py:138(unique)
        5    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
      168    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:909(get_position)
       89    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_sampler_ramp_throttled.py:18(__init__)
        4    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_axes.py:4618(_parse_scatter_color_args)
        8    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:495(__init__)
       40    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/markers.py:770(_set_tickup)
       42    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/lines.py:968(_get_markerfacecolor)
       28    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axis.py:805(limit_range_for_scale)
       19    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2751(__init__)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/PIL/Image.py:587(_new)
       20    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:183(encode)
       20    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2452(__init__)
       36    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:3127(view)
        5    0.000    0.000    0.035    0.007 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/PIL/ImageFile.py:563(_encode_tile)
        5    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:212(__getitem__)
       25    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/ma/core.py:671(getdata)
       10    0.000    0.000    0.000    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:221(set_prop_cycle)
       69    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
